Name,,,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10 Sheridan Wy,,,,Roxburgh Park,-37.62584,144.92506,h,490000,2,67,7/08/2020,3.58,1,204
6 Duff St,,,,Sandringham,-37.96,145.02068,h,1660000,2,37,7/07/2020,1.91,1,359
1/10 Reno Rd,,,,Sandringham,-37.95882,145.02138,h,1235000,1,17,13/06/2020,0.86,1,0
5 Ann Pl,,,,Seabrook,-37.87896,144.75473,h,590000,2,32,17/03/2020,1.68,4,180
18 Catron St,,,,Seaford,-38.10052,145.13397,h,870000,2,8,12/12/2019,0.43,1,0
13 Hayman Av,,,,Seaford,-38.09683,145.12981,h,880000,5,19,10/03/2020,0.97,1,0
1/27 Noordenne Av,,,,Seaholme,-37.86007,144.84578,u,312000,1,2,20/01/2019,0.1,1,0
2/70 Windsor St,,,,Seddon,-37.80473,144.89095,h,945000,7,0,,,1,83
89A New St,,,,South Kingsville,-37.83172,144.86683,t,730000,5,0,,,1,365
147 Bank St,,,,South Melbourne,-37.83381,144.96287,h,2200000,1,10,21/10/2019,0.52,1,0
372 Coventry St,,,,South Melbourne,-37.83326,144.95464,h,980000,1,0,,,2,0
7 Loveridge Wy,,,,South Morang,-37.62614,145.06723,h,561000,3,1,13/03/2019,0.06,1,180
3 Robin Pl,,,,South Morang,-37.65621,145.0939,h,612000,1,48,28/06/2020,2.41,1,365
9 Ronald Av,,,,South Morang,-37.65498,145.08712,h,690000,2,7,24/02/2019,0.36,1,0
1001/800 Chapel St,,,,South Yarra,-37.83613,144.99661,u,1090000,3,52,6/07/2020,2.82,1,179
9/17 Howitt St,,,,South Yarra,-37.84679,145.00206,u,570000,4,4,25/12/2019,0.22,40,0
10/38 Kensington Rd,,,,South Yarra,-37.83631,145.00181,u,555000,4,0,,,40,0
101/8 Wells St,,,,Southbank,-37.82618,144.96891,u,732000,7,7,20/04/2020,0.37,1,0
11/22 Charnwood Cr,,,,St Kilda,-37.85984,144.9867,u,481000,5,2,13/11/2019,0.11,2,0
45/151 Fitzroy St,,,,St Kilda,-37.85911,144.979,u,600000,5,9,22/03/2020,0.45,3,269
1/6 Anthony St,,,,Sunbury,-37.57063,144.70693,u,360000,14,22,21/06/2020,1.16,1,239
4 College Pl,,,,Sunbury,-37.57816,144.73431,h,597000,180,16,8/05/2019,0.85,1,88
19 Muirfield Dr,,,,Sunbury,-37.58442,144.75565,h,475000,2,9,24/11/2019,0.46,1,74
26 Xavier Ct,,,,Sunbury,-37.57499,144.75329,h,495000,1,0,,,1,179
2 Day St,,,,Sunshine West,-37.78871,144.81369,h,695000,2,18,3/04/2020,0.95,46,45
73 Hilma St,,,,Sunshine West,-37.79135,144.79948,h,760000,1,8,9/11/2019,0.41,1,364
18 Marchant Cr,,,,Sunshine West,-37.80118,144.80996,h,583500,1,1,17/02/2019,0.05,1,0
6/91 Warrigal Rd,,,,Surrey Hills,-37.83358,145.09884,u,1050000,1,19,15/08/2020,0.98,2,91
23 Contursi Dr,,,,Sydenham,-37.70525,144.75699,h,585000,28,2,22/01/2020,0.21,71,360
13 Apollo Rd,,,,Taylors Lakes,-37.70892,144.80087,h,685000,2,64,9/07/2020,3.34,1,87
64 Pindari Av,,,,Taylors Lakes,-37.70458,144.79505,h,693000,2,4,25/01/2020,0.23,1,269
51 Jeffrey St,,,,Templestowe Lower,-37.76311,145.10494,h,1245000,2,25,19/03/2020,1.25,1,49
13 Melaleuca Av,,,,Templestowe Lower,-37.77404,145.11703,h,2000000,1,2,20/01/2019,0.1,1,0
11 Belah St,,,,Thomastown,-37.67908,145.02095,h,867000,1,0,,,1,90
2/1 Charles St,,,,Thomastown,-37.68199,145.01744,u,407000,1,4,26/01/2020,0.24,31,0
13 Tanjil Ct,,,,Thomastown,-37.67681,145.00323,h,590500,1,14,16/06/2020,0.71,2,336
31 Raleigh St,,,,Thornbury,-37.75884,145.00264,h,1000000,3,7,3/06/2019,0.36,40,0
13 Rayment St,,,,Thornbury,-37.75948,144.99615,h,891000,1,21,14/07/2019,1.07,2,0
1/171 Melrose Dr,,,,Tullamarine,-37.70322,144.88236,h,615500,3,38,9/03/2020,1.96,1,90
9/200 Melrose Dr,,,,Tullamarine,-37.69815,144.88019,u,300000,2,17,14/06/2019,0.92,1,0
33 Dunbarton Dr,,,,Wantirna,-37.84839,145.24191,h,908000,1,29,13/07/2020,1.47,6,354
9 Eton Sq,,,,Wantirna,-37.85297,145.23815,h,850000,1,14,24/02/2020,0.89,6,365
16 Mariemont Av,,,,Wantirna,-37.85636,145.23684,h,1200000,2,17,29/01/2020,0.88,1,49
11 Kirrum Cl,,,,Wantirna South,-37.87846,145.24212,h,1310000,2,46,17/03/2020,2.39,39,2
41 Witken Av,,,,Wantirna South,-37.8789,145.24262,h,930000,30,13,20/03/2020,0.71,1,163
2/10 Powley Pde,,,,Watsonia,-37.71607,145.07884,u,686000,3,58,29/03/2020,3.12,1,113
33 MacOrna St,,,,Watsonia North,-37.7002,145.08434,h,755000,2,19,27/02/2020,0.98,1,285
12 Bridge St,,,,Werribee,-37.90379,144.66165,h,678000,30,13,16/03/2020,0.68,4,90
18 Conquest Dr,,,,Werribee,-37.89359,144.66911,h,645000,1,5,14/02/2019,0.26,1,0
46 Coventry Dr,,,,Werribee,-37.89337,144.64003,h,482500,2,6,15/03/2020,0.33,1,0
13b Kingfisher Ct,,,,Werribee,-37.87895,144.6707,u,394000,120,43,1/08/2019,2.18,1,89
40 Tarneit Rd,,,,Werribee,-37.89402,144.66276,h,597000,4,20,11/12/2019,1.03,1,0
24 Elphinstone St,,,,West Footscray,-37.79458,144.87271,h,1300000,1,12,24/02/2020,0.71,67,333
43 Bamford Av,,,,Westmeadows,-37.67841,144.87924,h,821000,1,23,14/05/2020,1.21,1,0
4 Pershore Ct,,,,Westmeadows,-37.68026,144.88468,h,635000,4,0,,,3,0
7 Ondine Dr,,,,Wheelers Hill,-37.91636,145.17581,h,1095000,1,50,19/07/2020,2.6,25,173
30 Sherwin St,,,,Whittlesea,-37.51232,145.13282,h,601000,1,1,24/02/2019,0.05,1,179
75 Cecil St,,,,Williamstown,-37.86558,144.90474,h,1050000,1,1,1/11/2019,0.1,1,0
2/29 Dover Rd,,,,Williamstown,-37.85588,144.89936,u,385000,7,1,4/01/2019,0.05,1,0
87 Pasco St,,,,Williamstown,-37.86335,144.89487,h,1285000,2,20,29/06/2020,1.17,29,70
201/152 Peel St,,,,Windsor,-37.85581,144.99025,u,560000,2,19,27/03/2020,0.96,1,90
60 Saltlake Bvd,,,,Wollert,-37.61387,145.0385,h,525300,1,48,29/02/2020,2.58,4,178
2 Adeney St,,,,Yarraville,-37.81649,144.86731,h,750000,1,0,,,2,363
54 Pentland Pde,,,,Yarraville,-37.81038,144.89389,h,2450000,1,6,5/02/2020,0.31,8,10
1 Alma St,,,,Aberfeldie,-37.75788,144.90487,h,1436000,1,39,25/09/2019,2.09,1,0
40 Ridley St,,,,Albion,-37.78345,144.82295,h,905000,1,9,28/02/2020,0.67,8,89
22 Harker St,,,,Alphington,-37.77928,145.02993,h,1680000,1,12,24/01/2020,0.65,8,0
86 Grieve Pde,,,,Altona,-37.8614,144.81931,h,913000,45,2,2/02/2020,0.28,2,180
96 Linden St,,,,Altona Meadows,-37.87063,144.77632,h,590000,2,1,28/01/2019,0.05,2,0
95 Marion St,,,,Altona North,-37.83511,144.84905,h,1070000,3,6,23/01/2020,0.37,1,1
121 Kooyong Rd,,,,Armadale,-37.85249,145.02091,h,5100000,60,0,,,2,152
2/26 Mercer Rd,,,,Armadale,-37.8528,145.02684,u,820000,1,79,12/07/2020,4.01,2,0
132 The Parade,,,,Ascot Vale,-37.77215,144.91144,h,985000,2,0,,,1,0
16/109 Hotham St,,,,Balaclava,-37.87078,144.99898,u,600000,4,0,,,5,364
2 Carrington St,,,,Balwyn North,-37.80273,145.08392,h,1785000,2,0,,,1,0
65 Longview Rd,,,,Balwyn North,-37.7883,145.07805,h,2650000,2,73,23/07/2020,3.78,1,179
17 Vicars St,,,,Balwyn North,-37.79066,145.09004,h,1951000,2,1,6/01/2019,0.05,1,0
14 Wanbrow Av,,,,Balwyn North,-37.80235,145.09311,h,1950000,2,0,,,1,89
3 Grieve St,,,,Bayswater,-37.85063,145.25802,h,824000,2,47,15/02/2020,2.43,1,63
16 Clifton St,,,,Bentleigh East,-37.93206,145.07929,h,1216000,28,12,26/01/2020,0.66,1,91
15 Huntingdon Rd,,,,Bentleigh East,-37.91567,145.05357,h,1575000,2,4,17/03/2019,0.21,1,365
45 Tambet St,,,,Bentleigh East,-37.91506,145.07121,h,1470000,2,33,13/04/2020,1.83,1,156
18 Viewgrand Dr,,,,Berwick,-38.06508,145.35417,h,975000,3,1,30/01/2019,0.05,1,91
20 Iona St,,,,Black Rock,-37.97359,145.01884,h,1950000,10,25,28/07/2020,1.36,1,201
12 Katrina St,,,,Blackburn North,-37.80347,145.1427,h,1160000,3,2,15/03/2019,0.11,1,88
15 Merle St,,,,Blackburn North,-37.80815,145.15441,h,1375000,5,0,,,4,364
78 Shafer Rd,,,,Blackburn North,-37.80752,145.14878,h,1320000,5,1,12/02/2019,0.05,4,132
20 Graham Pl,,,,Box Hill,-37.8164,145.12964,h,2831000,1,0,,,1,89
6 Parkside Av,,,,Box Hill,-37.82756,145.11897,h,1820000,3,5,2/12/2019,0.26,1,90
3/25 Williams Rd,,,,Briar Hill,-37.70924,145.11412,u,610000,4,28,23/02/2020,1.44,1,0
139 Cole St,,,,Brighton,-37.89544,145.00279,h,5500000,1,3,16/02/2019,0.16,1,0
9 Berkeley Gr,,,,Brighton East,-37.90953,145.0155,h,2515000,10,1,29/01/2019,0.05,1,0
1/9 Binnie St,,,,Brighton East,-37.92416,145.00658,u,817500,1,33,12/03/2020,1.7,3,49
9 Dunoon Ct,,,,Brighton East,-37.91166,145.02265,h,1590000,2,24,8/06/2020,1.26,1,140
12 Hughes St,,,,Brighton East,-37.92066,145.01629,h,1775000,3,10,15/03/2020,0.55,1,88
23 Bicknell Ct,,,,Broadmeadows,-37.69404,144.91764,h,673000,2,38,5/07/2020,1.99,46,169
57 Edward St,,,,Brunswick,-37.77394,144.96317,h,1200000,1,44,19/12/2019,2.44,1,0
39 Wilkinson St,,,,Brunswick,-37.76806,144.9598,h,800000,30,21,19/03/2020,1.19,1,0
18 Ethel St,,,,Brunswick East,-37.77221,144.97537,h,1023000,28,7,18/03/2019,0.37,1,90
30 Glenn Cr,,,,Bundoora,-37.69669,145.04515,h,680000,2,19,17/01/2020,0.99,2,0
22 Moreton Cr,,,,Bundoora,-37.70861,145.05691,h,814000,14,4,9/09/2019,0.21,1,363
1188 Plenty Rd,,,,Bundoora,-37.70603,145.05423,h,715000,1,2,4/02/2019,0.1,1,0
22 Paringa Wy,,,,Burnside,-37.75225,144.7552,h,657500,3,26,15/03/2020,1.34,1,354
2 Howitt Pl,,,,Burwood East,-37.85793,145.13925,h,930000,1,72,14/03/2020,3.65,1,80
78 Bowen St,,,,Camberwell,-37.84457,145.06218,h,4060000,1,11,30/01/2020,0.57,4,91
3/25 Thomas St,,,,Camberwell,-37.84197,145.09374,u,692500,1,2,9/02/2019,0.1,2,0
521 Canning St,,,,Carlton North,-37.78406,144.97494,h,1520000,1,25,19/01/2020,1.33,4,365
24 Clifton St,,,,Caulfield East,-37.88376,145.04476,h,1609000,1,0,,,38,141
4 Warren Rd,,,,Cheltenham,-37.95499,145.06775,h,1295000,90,1,16/02/2019,0.05,38,348
2/21 Oakes Av,,,,Clayton South,-37.93524,145.1306,u,575000,3,1,2/03/2020,0.17,1,0
34 Fenwick St,,,,Clifton Hill,-37.78888,145.00036,h,1436000,2,1,11/06/2019,0.07,31,0
18 Davis St,,,,Coburg,-37.74192,144.95097,h,1055000,1,8,30/06/2019,0.44,28,233
38 Gordon St,,,,Coburg,-37.75089,144.94833,h,1080000,1,8,10/07/2019,0.44,28,233
87 Phillips St,,,,Coburg,-37.74513,144.95458,h,1210000,5,12,24/11/2019,0.63,3,179
60 Woiwurung Cr,,,,Coburg,-37.73615,144.97455,t,631000,3,28,26/06/2020,1.67,2,180
5 Gould St,,,,Coburg North,-37.72525,144.96583,h,926000,1,6,22/01/2020,0.31,4,354
3 Thorpdale Av,,,,Coolaroo,-37.65532,144.93393,h,457000,5,107,13/04/2020,6.66,2,0
30 Gateshead St,,,,Craigieburn,-37.57008,144.90388,h,505000,1,24,15/03/2020,1.27,4,91
34 Ruskin Av,,,,Croydon,-37.79725,145.29651,h,730000,3,2,15/12/2019,0.22,72,365
46 Vinter Av,,,,Croydon,-37.80618,145.27755,h,1005000,14,16,17/07/2020,0.82,63,330
4 Merrill Cr,,,,Croydon Hills,-37.77473,145.26256,h,790000,3,0,,,1,0
5 Tavistock Ct,,,,Croydon Hills,-37.78028,145.26581,h,931000,1,0,,,1,89
4 Selby Ct,,,,Croydon North,-37.76653,145.29163,h,857000,1,12,10/11/2019,0.67,67,365
8 Echuca St,,,,Dallas,-37.66781,144.93809,h,477000,7,13,12/12/2019,0.7,1,181
18 Bulong St,,,,Dandenong,-37.98383,145.20342,h,500000,7,27,9/03/2020,1.41,1,125
19 Ross St,,,,Dandenong,-37.98096,145.22621,h,510000,2,45,21/06/2020,2.45,1,324
39 Galloway St,,,,Dandenong North,-37.95135,145.19806,h,632000,5,0,,,1,0
17 Wentworth Cl,,,,Diamond Creek,-37.68001,145.16,h,950000,1,3,22/06/2020,0.64,1,8
13 Wheatland Cr,,,,Dingley Village,-37.96746,145.12788,h,955000,1,10,22/02/2020,0.54,1,181
7 Ambrose St,,,,Doncaster,-37.78145,145.13598,h,1375000,2,10,14/05/2020,0.58,12,181
13 Winbrook Ct,,,,Doncaster,-37.78151,145.12515,h,1820000,3,3,26/01/2020,0.4,1,160
11 Avocet St,,,,Doncaster East,-37.79507,145.15914,h,1482000,2,10,11/08/2019,0.52,15,222
69 Bowen Rd,,,,Doncaster East,-37.80126,145.1665,h,1470000,14,12,12/06/2020,0.63,63,350
50A Cassowary St,,,,Doncaster East,-37.79545,145.15372,t,1175000,2,9,8/07/2020,0.83,31,0
28 Highfield Rd,,,,Doncaster East,-37.78758,145.16792,h,1381000,3,6,14/12/2019,0.34,72,365
8 Rosamond Cr,,,,Doncaster East,-37.78693,145.16384,h,1620000,3,14,15/03/2020,0.75,11,0
4/8 Old Warrandyte Rd,,,,Donvale,-37.79056,145.17512,t,1171000,2,11,13/06/2020,0.57,1,292
6 Aria Ct,,,,Doreen,-37.59589,145.11364,h,555000,1,22,6/05/2020,1.18,71,263
21 Kelway Cr,,,,Eltham North,-37.70519,145.13315,h,881017,1,120,20/03/2020,6.13,4,162
1/4 Southey Ct,,,,Elwood,-37.87571,144.98702,u,670000,1,9,12/02/2020,0.48,3,49
9 Bishop Pl,,,,Epping,-37.65256,145.04093,h,652000,3,28,18/07/2020,1.46,4,344
4 Longwood Dr,,,,Epping,-37.63923,145.05306,h,557500,1,0,,,1,91
3/1 Cameron Rd,,,,Essendon,-37.74588,144.927,t,1185000,1,21,13/03/2020,1.08,25,2
24 Fletcher St,,,,Essendon,-37.7554,144.92351,h,2100000,2,11,15/03/2020,0.58,1,91
104 Hoffmans Rd,,,,Essendon,-37.74424,144.89149,h,900000,3,10,5/08/2019,0.52,2,90
126 Market St,,,,Essendon,-37.74212,144.89256,h,1500000,1,12,28/04/2019,0.65,1,0
89a Kerferd St,,,,Essendon North,-37.73594,144.89929,u,801000,1,6,30/07/2019,0.31,2,0
103 Arthur St,,,,Fairfield,-37.77788,145.01964,h,1492000,1,8,19/05/2019,0.44,2,180
5A Edward St,,,,Fawkner,-37.70982,144.96397,t,515000,1,2,1/04/2020,0.25,2,89
2 Kya Cl,,,,Ferntree Gully,-37.87558,145.27197,h,760000,1,20,20/06/2020,1.06,9,91
130 Gore St,,,,Fitzroy,-37.80475,144.98228,h,2300000,3,0,,,13,0
98 Canterbury St,,,,Flemington,-37.78128,144.92325,h,1090000,1,0,,,1,0
43 Waltham St,,,,Flemington,-37.78365,144.93015,h,1500000,2,1,25/02/2019,0.06,13,0
20 Hocking St,,,,Footscray,-37.79949,144.88487,h,810000,2,0,,,1,354
11 Heathcote Dr,,,,Forest Hill,-37.83633,145.16873,u,730000,2,22,14/01/2020,1.17,1,54
4 Eton Ct,,,,Frankston,-38.15675,145.12707,h,695000,1,0,,,1,365
30 Petrie St,,,,Frankston,-38.13954,145.13086,h,938000,5,0,,,1,0
3 Diosma Ct,,,,Frankston South,-38.16457,145.12421,h,1155000,1,2,8/04/2019,0.12,1,0
30 Grange Rd,,,,Frankston South,-38.15984,145.10884,h,1905000,1,11,17/07/2020,0.61,2,241
7 Dalton Pl,,,,Gladstone Park,-37.68416,144.8895,h,680000,1,11,2/07/2020,0.6,2,241
3 Dava Ct,,,,Gladstone Park,-37.6927,144.89395,h,670000,7,12,24/11/2019,0.67,1,179
22 Koonalda Rd,,,,Gladstone Park,-37.69485,144.89092,h,650000,14,1,26/01/2019,0.05,1,0
14 Snaefell Cr,,,,Gladstone Park,-37.68247,144.88446,h,670000,3,1,11/02/2019,0.05,1,0
25A Beryl St,,,,Glen Iris,-37.85223,145.08676,h,1300000,7,27,1/06/2019,1.38,1,55
24 Howard St,,,,Glen Iris,-37.85541,145.0639,h,2825000,1,2,22/02/2019,0.11,1,89
1C Kardinia Rd,,,,Glen Iris,-37.8616,145.06801,h,1770000,2,43,19/07/2020,2.26,1,181
17 Nerissa St,,,,Glen Iris,-37.85875,145.08441,h,1910000,2,7,22/12/2019,0.39,16,365
42 Queens Pde,,,,Glen Iris,-37.85341,145.09189,h,1850000,1,35,6/04/2020,1.81,3,0
15 Seaton St,,,,Glen Iris,-37.86521,145.07034,h,2152500,1,17,7/03/2020,0.88,2,42
3/2 Victor Rd,,,,Glen Iris,-37.86248,145.06682,t,1160000,1,3,24/01/2019,0.16,1,0
76 Callaghan Av,,,,Glen Waverley,-37.89291,145.15399,u,791000,2,34,19/06/2020,1.79,2,37
19 Diamond Av,,,,Glen Waverley,-37.8717,145.17267,h,1370000,2,32,17/03/2020,1.66,1,0
19 Anselm Gr,,,,Glenroy,-37.70239,144.91289,h,815000,7,10,6/01/2020,0.52,5,0
19 Cromwell St,,,,Glenroy,-37.7022,144.92241,h,835000,2,11,26/01/2020,0.59,1,0
129 Glenroy Rd,,,,Glenroy,-37.70608,144.92541,h,830000,1,6,24/11/2019,0.31,15,17
49 Hubert Av,,,,Glenroy,-37.70189,144.93294,h,815000,3,10,21/08/2019,0.55,5,255
133 Morell St,,,,Glenroy,-37.69836,144.93891,h,780000,3,4,19/02/2019,0.21,1,0
4/74 Rutherglen Cr,,,,Gowanbrae,-37.70207,144.89805,h,635000,2,12,19/02/2020,0.63,14,230
34 Warralong Av,,,,Greensborough,-37.71825,145.09488,h,700000,1,5,26/02/2019,0.26,3,0
35 Hermitage Dr,,,,Greenvale,-37.65467,144.9035,h,797000,1,13,25/06/2020,0.73,1,365
11 Bridge St,,,,Hampton,-37.94437,145.00288,h,2675000,1,0,,,1,0
32 Retreat Rd,,,,Hampton,-37.94088,145.0145,h,1900000,1,92,10/03/2020,4.82,1,169
20 Teddington Rd,,,,Hampton,-37.93571,145.0153,h,2260000,2,4,23/09/2019,0.27,38,354
48 Turner Rd,,,,Highett,-37.95188,145.05369,h,832000,1,2,19/01/2019,0.1,1,0
2 Jasmine Cl,,,,Hoppers Crossing,-37.85638,144.70671,h,610000,1,0,,,2,84
30 Strang St,,,,Hoppers Crossing,-37.87552,144.69648,h,555000,7,0,,,1,178
3 Worcester St,,,,Huntingdale,-37.9028,145.10605,h,1080000,2,24,13/07/2020,1.58,1,177
2 Stewart Cl,,,,Kealba,-37.73726,144.82998,h,750000,1,9,6/02/2020,0.47,1,90
49 Roberts St,,,,Keilor East,-37.75035,144.86431,h,1010000,1,18,25/07/2020,1.03,67,323
8 Bradford Av,,,,Kew,-37.80894,145.05853,h,3060000,3,4,23/02/2019,0.21,1,0
57 Derby St,,,,Kew,-37.80127,145.03733,h,1690000,3,1,15/01/2019,0.05,1,0
9 Tanner Av,,,,Kew East,-37.79459,145.03921,h,1600000,2,35,8/07/2020,2.4,1,145
20 Dunbar Ct,,,,Lalor,-37.66075,145.01133,h,685000,1,0,,,1,47
123 Gillwell Rd,,,,Lalor,-37.65936,144.9967,h,715000,2,4,15/06/2019,0.21,1,49
1 Nebel St,,,,Lalor,-37.66613,145.01347,h,685500,1,100,18/03/2020,5.15,1,0
2/9 Havelock St,,,,Maidstone,-37.78538,144.87959,t,722000,2,102,31/07/2020,5.31,1,322
3 Carmelo Av,,,,Malvern East,-37.87811,145.07778,h,1430000,5,0,,,1,0
6 Adori Pl,,,,Maribyrnong,-37.78606,144.88459,h,983000,1,78,1/04/2020,4.03,4,333
31 Buchan St,,,,Meadow Heights,-37.65465,144.92182,h,560000,1,3,4/01/2020,0.21,4,91
9 Hibiscus Cl,,,,Meadow Heights,-37.64023,144.91399,h,482000,2,1,8/07/2019,0.07,1,180
1 Carina Dr,,,,Melton,-37.68217,144.56926,h,460000,1,1,19/01/2019,0.05,1,90
20 Perry Cl,,,,Melton,-37.68146,144.57106,h,430000,2,5,1/01/2020,0.28,1,180
30 Borrowdale Rd,,,,Melton West,-37.66745,144.55857,h,438000,1,36,13/02/2020,1.88,3,49
14 Glengala Ct,,,,Mentone,-37.98368,145.09237,h,900000,2,77,30/03/2020,3.99,11,45
9 Glengala Ct,,,,Mentone,-37.98329,145.0918,h,960500,2,32,8/03/2020,1.68,13,0
108 Oak Av,,,,Mentone,-37.97459,145.06937,t,840000,2,24,20/03/2020,1.24,1,365
86 Waverley St,,,,Moonee Ponds,-37.76285,144.90575,h,1210000,2,37,9/07/2020,1.94,2,90
38 Wilson St,,,,Moonee Ponds,-37.76306,144.92851,h,1450000,8,0,,,1,0
2 Marrbridge Rd,,,,Moorabbin,-37.94253,145.05911,h,1188000,1,3,29/01/2020,0.23,2,90
13 Montgomery St,,,,Mordialloc,-38.00663,145.08492,h,1300000,3,7,13/10/2019,0.54,1,0
12 Beverley Gr,,,,Mount Waverley,-37.87834,145.12131,h,1800000,1,0,,,3,91
3 Doull Ct,,,,Mulgrave,-37.93211,145.18955,t,650000,180,0,,,1,0
63 Haverbrack Dr,,,,Mulgrave,-37.92979,145.2036,h,1105000,1,1,17/03/2019,0.06,1,89
11 Collingwood Rd,,,,Newport,-37.84399,144.89125,h,1180000,3,14,19/03/2020,0.78,2,345
88 Maddox Rd,,,,Newport,-37.84815,144.86866,t,940000,1,1,9/02/2019,0.05,1,0
40 Hotham Rd,,,,Niddrie,-37.73612,144.88474,h,1370000,1,1,17/01/2019,0.05,1,0
60 Muriel St,,,,Niddrie,-37.74269,144.88607,h,1215000,2,9,28/02/2020,0.48,1,0
36 Shaw St,,,,Niddrie,-37.74016,144.88805,h,1300000,2,2,25/11/2019,0.22,2,0
181 Abbotsford St,,,,North Melbourne,-37.80318,144.94513,h,1100000,2,23,29/06/2020,1.2,2,113
31 Cobden St,,,,North Melbourne,-37.80452,144.95718,h,1425000,1,0,,,1,179
60 Shiel St,,,,North Melbourne,-37.79614,144.94248,h,1550000,2,1,24/03/2019,0.06,1,0
28 Plant St,,,,Northcote,-37.77816,144.99995,h,1386000,2,43,22/06/2020,2.32,1,179
38 Whalley St,,,,Northcote,-37.76969,145.00718,h,1700000,2,6,19/01/2020,0.45,14,338
3 Ford Av,,,,Oakleigh,-37.9073,145.0962,h,1150000,3,5,14/04/2019,0.27,5,0
10 Talbot Av,,,,Oakleigh South,-37.92021,145.10442,h,1140000,2,7,17/03/2019,0.36,1,0
26 Thompson St,,,,Ormond,-37.90422,145.02827,h,2110000,3,0,,,3,0
2 Kershaw St,,,,Parkdale,-37.99806,145.08829,h,1320000,2,7,16/11/2019,0.38,5,232
8/410 Nepean Hwy,,,,Parkdale,-37.99515,145.08222,u,672000,10,0,,,2,83
3/43 Danin St,,,,Pascoe Vale,-37.72304,144.92864,t,676000,30,25,15/03/2020,1.39,1,51
5/14 Devon Rd,,,,Pascoe Vale,-37.72184,144.92969,t,500000,3,22,16/03/2020,1.17,2,232
52 Prospect St,,,,Pascoe Vale,-37.72777,144.9339,h,1010000,1,0,,,1,0
33 Snell Gr,,,,Pascoe Vale,-37.71746,144.92955,h,1375000,1,6,7/02/2019,0.32,1,0
114 Fongeo Dr,,,,Point Cook,-37.9105,144.73457,h,540000,2,76,22/05/2020,4.08,2,313
711/101 Bay St,,,,Port Melbourne,-37.84079,144.94002,u,820000,1,11,23/01/2020,0.57,2,233
333 Princes St,,,,Port Melbourne,-37.83509,144.94224,h,1764000,4,68,2/04/2020,3.56,4,328
297 Ross St,,,,Port Melbourne,-37.83247,144.94212,h,2625000,1,23,12/06/2020,1.21,1,365
13 Bowen St,,,,Prahran,-37.85491,145.00373,h,1400000,2,61,9/07/2020,3.29,3,336
11 Asquith St,,,,Reservoir,-37.69693,145.0079,h,750000,2,4,17/01/2020,0.21,2,0
1 Cameron St,,,,Reservoir,-37.72747,145.00035,h,861000,2,3,10/06/2019,0.19,1,0
39 Crevelli St,,,,Reservoir,-37.72924,145.02981,h,612500,7,1,17/02/2019,0.05,1,0
98 Crookston Rd,,,,Reservoir,-37.70931,145.01434,h,906000,2,5,16/03/2020,0.31,1,178
21 Hughes Pde,,,,Reservoir,-37.69968,145.0054,h,758000,3,0,,,3,0
79 North Rd,,,,Reservoir,-37.72328,145.01862,h,900000,1,5,30/01/2020,0.61,1,0
165 Spring St,,,,Reservoir,-37.72422,145.00141,h,762000,100,1,5/09/2019,0.09,1,90
168 Mary St,,,,Richmond,-37.82483,145.00111,h,2368000,5,19,18/01/2020,1.09,1,364
5 Maidstone St,,,,Ringwood,-37.82136,145.22497,h,1120000,2,0,,,1,365
16 Sandover Dr,,,,Roxburgh Park,-37.61419,144.93448,h,570000,3,1,28/02/2020,0.17,1,90
23 Wheatley Av,,,,Roxburgh Park,-37.62554,144.92006,h,515000,3,5,24/10/2019,0.27,1,177
303 Park St,,,,South Melbourne,-37.83704,144.95606,h,1137000,3,45,13/03/2020,2.38,1,0
2/66 Walsh St,,,,South Yarra,-37.83652,144.98522,u,860000,3,0,,,5,89
15 Maple St,,,,Springvale,-37.9484,145.15663,h,1080000,1,1,19/05/2019,0.06,2,179
25C MacKay St,,,,Springvale South,-37.97291,145.15334,h,850000,20,13,12/07/2020,0.69,1,46
8 Ipswich St,,,,St Albans,-37.74845,144.8144,h,645000,1,15,17/08/2019,0.8,2,90
187 Mascoma St,,,,Strathmore,-37.71965,144.90831,h,1280000,1,14,3/05/2019,0.73,1,0
20 Brett Ct,,,,Sunbury,-37.57029,144.71163,h,570000,2,22,26/01/2020,1.26,1,66
43 Lister Cr,,,,Sunbury,-37.56284,144.71187,h,540000,1,23,14/03/2020,1.21,3,70
35 Oxley St,,,,Sunbury,-37.58196,144.71066,h,482000,10,0,,,1,0
25 Vaughan St,,,,Sunbury,-37.58319,144.73685,h,662000,2,50,15/03/2020,2.69,1,147
42 Cary St,,,,Sunshine North,-37.76899,144.82525,h,640000,3,0,,,1,358
93 Cumberland St,,,,Sunshine North,-37.76701,144.84444,h,732500,2,2,30/12/2019,0.11,14,364
10 Mayne St,,,,Sunshine West,-37.79128,144.82362,h,713500,2,45,19/03/2020,2.42,22,0
6 Pukaki Ct,,,,Taylors Lakes,-37.71254,144.80836,h,705000,2,33,4/07/2020,1.8,41,247
316 Rossmoyne St,,,,Thornbury,-37.75968,145.02305,h,1375000,28,1,14/03/2019,0.06,1,32
19/337 Station St,,,,Thornbury,-37.76343,145.02096,t,900000,3,22,23/02/2020,1.24,3,333
